factor,atr_period,order_size,dema_length,0_cumulative_return,0_max_drawdown,0_sharpe_ratio,0_annual volatility,0_annualized_return,0_calmar,0_number_of_transactions,1_cumulative_return,1_max_drawdown,1_sharpe_ratio,1_annual volatility,1_annualized_return,1_calmar,1_number_of_transactions,2_cumulative_return,2_max_drawdown,2_sharpe_ratio,2_annual volatility,2_annualized_return,2_calmar,2_number_of_transactions,3_cumulative_return,3_max_drawdown,3_sharpe_ratio,3_annual volatility,3_annualized_return,3_calmar,3_number_of_transactions,4_cumulative_return,4_max_drawdown,4_sharpe_ratio,4_annual volatility,4_annualized_return,4_calmar,4_number_of_transactions
1.5,6,100,144,0.4281,0.6736,-1.1758,0.2517,0.2597,-1.0273,27,0.3096,0.9839,-0.8561,0.3884,0.1552,-0.7903,35,0.72,1.0864,-0.228,0.2685,0.5933,-0.1318,35,1.5948,0.4622,1.1744,0.2086,2.0997,1.2396,37,0.6584,0.5858,-0.9471,0.1618,0.5149,-0.6119,27
1.5,6,100,169,0.3048,0.7527,-1.0822,0.3488,0.1514,-1.1729,29,0.3151,0.981,-0.8217,0.3918,0.1595,-0.7674,35,1.557,0.4235,1.1302,0.2067,2.021,1.29,37,1.442,0.436,0.9714,0.2072,1.7891,1.0792,43,0.6171,0.5977,-1.038,0.1709,0.4646,-0.6942,25
1.5,6,100,252,0.7886,0.4908,-0.3115,0.1981,0.6855,-0.2941,26,0.2881,0.9692,-0.845,0.4083,0.1384,-0.8324,33,0.9059,0.8156,0.0971,0.2474,0.8547,0.0689,31,1.0963,0.5181,0.4072,0.2107,1.1573,0.3873,51,0.7375,0.6423,-0.7152,0.1517,0.6166,-0.3951,23
1.5,6,100,576,0.8015,0.8776,-0.0475,0.2756,0.7035,-0.0349,24,0.0523,1.4553,-2.5544,16.292,0.0092,-66.8676,19,1.3256,0.2399,0.8831,0.1672,1.5651,1.4386,41,1.1102,0.364,0.4288,0.1752,1.1807,0.4827,72,0.5485,0.7095,-1.0165,0.2083,0.3853,-0.6981,9
1.5,6,100,676,0.8344,0.808,-0.0298,0.2561,0.75,-0.0221,24,0.1294,1.1238,-0.7431,4.3811,0.0388,-6.7738,15,1.3241,0.2446,0.8804,0.1671,1.5623,1.4067,41,1.0344,0.3274,0.252,0.1701,1.0552,0.3062,78,0.5941,0.7525,-0.7294,0.2289,0.4374,-0.5191,9
1.5,7,50,30,1.4626,0.2288,1.5815,0.108,1.8299,1.7455,66,1.1652,0.2612,0.6084,0.1321,1.2751,0.7195,77,1.1951,0.1758,0.6881,0.1329,1.3274,1.216,77,0.6916,0.402,-1.3642,0.1093,0.5565,-0.8673,97,0.9554,0.1743,-0.2022,0.0832,0.9301,-0.2257,80
1.5,7,50,60,1.4688,0.2293,1.6179,0.1064,1.8422,1.7564,72,1.1517,0.2305,0.5795,0.1278,1.2517,0.7515,86,1.2198,0.1588,0.7681,0.1288,1.3713,1.4574,91,0.7463,0.3273,-1.1127,0.1056,0.6281,-0.8394,106,1.0637,0.1423,0.358,0.0792,1.103,0.466,87
1.5,7,50,100,1.4464,0.2565,1.6162,0.1018,1.7978,1.4993,79,1.3019,0.1565,1.0246,0.1217,1.5209,1.8632,88,1.0965,0.2001,0.4214,0.1216,1.1577,0.5987,97,0.7611,0.3342,-1.0756,0.1022,0.648,-0.7691,112,1.1649,0.1235,0.8668,0.0771,1.2743,1.2651,86
1.5,7,50,120,1.3679,0.2637,1.4316,0.0975,1.6452,1.2384,79,1.215,0.2063,0.8066,0.1161,1.3628,1.0614,90,1.0491,0.2369,0.266,0.1211,1.0792,0.318,98,0.7372,0.3339,-1.2258,0.101,0.616,-0.8672,113,1.0953,0.1319,0.5273,0.0766,1.1556,0.7167,92
1.5,7,50,144,1.4184,0.2439,1.6198,0.0955,1.7428,1.4831,78,1.3495,0.2081,1.2131,0.1137,1.6102,1.5496,90,1.0805,0.2211,0.3718,0.1185,1.1309,0.4661,93,0.72,0.3638,-1.3233,0.1012,0.5933,-0.8606,112,1.1103,0.1302,0.6178,0.0741,1.1808,0.8223,92
1.5,7,50,169,1.3258,0.2333,1.3216,0.0951,1.5655,1.2603,81,1.3944,0.2009,1.3326,0.1141,1.6962,1.7692,89,1.0981,0.2176,0.4348,0.1153,1.1604,0.5387,94,0.7681,0.3246,-1.0791,0.0989,0.6575,-0.7692,110,1.0554,0.165,0.3257,0.0737,1.0894,0.3404,93
1.5,7,50,252,1.4642,0.2181,1.8146,0.0924,1.8332,1.7969,72,1.166,0.3046,0.6635,0.1136,1.2764,0.5787,89,1.0847,0.2206,0.3902,0.1144,1.138,0.473,89,0.8444,0.2869,-0.6842,0.0974,0.7643,-0.543,107,1.1425,0.1223,0.8118,0.0707,1.2356,1.0986,86
1.5,7,50,576,1.395,0.1854,1.6492,0.0886,1.6973,1.8428,73,1.2804,0.2624,1.0368,0.1105,1.4812,1.0207,83,1.3489,0.1173,1.2899,0.105,1.6091,2.7003,83,0.8758,0.2587,-0.565,0.0923,0.81,-0.4712,102,1.03,0.179,0.1871,0.0661,1.0481,0.1616,82
1.5,7,50,676,1.393,0.1639,1.6381,0.0888,1.6934,2.0766,71,1.4944,0.2282,1.6903,0.1062,1.8936,1.8403,77,1.256,0.1169,1.0144,0.103,1.4365,2.0886,84,0.8828,0.2524,-0.5387,0.091,0.8203,-0.4541,104,0.9603,0.2073,-0.2587,0.0672,0.9377,-0.1963,81
1.5,7,60,30,1.5633,0.2941,1.5948,0.1285,2.0342,1.6289,66,1.1898,0.3189,0.6211,0.1576,1.3181,0.7177,76,1.2267,0.2113,0.7018,0.1587,1.3836,1.2325,77,0.6377,0.4671,-1.3601,0.1307,0.4891,-0.8901,97,0.9425,0.2092,-0.1927,0.0994,0.9102,-0.2141,80
1.5,7,60,60,1.5716,0.2957,1.6318,0.1266,2.0514,1.6335,72,1.1737,0.28,0.5916,0.1525,1.2898,0.7534,86,1.2577,0.1918,0.7817,0.1538,1.4396,1.466,91,0.699,0.382,-1.1075,0.1263,0.566,-0.856,106,1.0727,0.1715,0.3708,0.0946,1.1179,0.4782,87
1.5,7,60,100,1.5436,0.3327,1.63,0.121,1.9935,1.3864,79,1.3619,0.1925,1.0419,0.1452,1.6338,1.8374,88,1.1075,0.2396,0.4327,0.1452,1.1761,0.6132,97,0.7159,0.3918,-1.0707,0.1222,0.5879,-0.7808,112,1.1968,0.1479,0.8831,0.0921,1.3302,1.2867,86
1.5,7,60,120,1.4438,0.3379,1.4429,0.1159,1.7927,1.1576,79,1.2538,0.2538,0.8215,0.1384,1.4326,1.048,90,1.0504,0.2855,0.2765,0.1447,1.0813,0.3277,98,0.6891,0.3924,-1.2212,0.1208,0.5533,-0.8792,113,1.1115,0.1572,0.5417,0.0916,1.1828,0.738,92
1.5,7,60,144,1.5084,0.3112,1.6331,0.1135,1.9217,1.3927,78,1.4235,0.2623,1.233,0.1355,1.7528,1.4895,90,1.0883,0.2657,0.3823,0.1415,1.1439,0.4763,93,0.6697,0.4274,-1.3197,0.121,0.5288,-0.8738,112,1.13,0.1565,0.6328,0.0885,1.2142,0.8373,92
1.5,7,60,169,1.3906,0.2932,1.3306,0.1131,1.6888,1.2001,81,1.4816,0.2557,1.3555,0.136,1.8679,1.6859,89,1.1104,0.2625,0.4464,0.1377,1.1811,0.5474,94,0.7241,0.3819,-1.074,0.1183,0.5986,-0.7781,110,1.0632,0.1976,0.3392,0.0881,1.1022,0.3537,93
1.5,7,60,252,1.5674,0.2785,1.8293,0.1098,2.0426,1.6861,72,1.1944,0.3809,0.6791,0.1356,1.3262,0.5653,89,1.0946,0.2662,0.4027,0.1366,1.1546,0.4831,89,0.8115,0.341,-0.6769,0.1165,0.7176,-0.5406,107,1.1703,0.1474,0.8305,0.0845,1.2837,1.1142,86
1.5,7,60,576,1.4797,0.2316,1.6636,0.1052,1.864,1.7674,73,1.3354,0.3316,1.0509,0.1318,1.5836,0.9768,83,1.4243,0.1408,1.3095,0.1254,1.7544,2.7258,83,0.8485,0.3077,-0.5569,0.1103,0.7702,-0.4668,102,1.0335,0.2143,0.2024,0.079,1.0537,0.1745,82
1.5,7,60,676,1.4771,0.2036,1.6523,0.1055,1.8588,2.0029,71,1.6079,0.2907,1.7087,0.1266,2.1271,1.7405,77,1.3076,0.1402,1.0325,0.1229,1.5315,2.1166,84,0.8567,0.3004,-0.5306,0.1087,0.7821,-0.4491,104,0.9499,0.2459,-0.2462,0.0803,0.9217,-0.1881,81
1.5,7,70,30,1.6662,0.3668,1.6052,0.1486,2.2511,1.521,66,1.2111,0.3779,0.6315,0.1829,1.3557,0.7147,76,1.2553,0.2468,0.7134,0.1842,1.4353,1.2456,77,0.5865,0.5275,-1.3583,0.152,0.4283,-0.9153,97,0.9285,0.2442,-0.1862,0.1155,0.8888,-0.2061,80
1.5,7,70,60,1.677,0.3701,1.6429,0.1464,2.2743,1.5203,72,1.1925,0.3301,0.6013,0.1769,1.3228,0.7536,86,1.293,0.2252,0.7932,0.1787,1.5043,1.4716,91,0.6533,0.4334,-1.1046,0.1468,0.5083,-0.8753,106,1.0804,0.2011,0.3804,0.1099,1.1307,0.4863,87
1.5,7,70,100,1.6429,0.4186,1.6409,0.1399,2.2013,1.2827,79,1.4213,0.2298,1.0566,0.1684,1.7484,1.8106,88,1.1156,0.2789,0.4417,0.1687,1.1898,0.6247,97,0.6719,0.4465,-1.0682,0.1421,0.5316,-0.7949,112,1.2282,0.1721,0.896,0.107,1.386,1.3035,86
1.5,7,70,120,1.52,0.4203,1.4512,0.134,1.9454,1.0822,79,1.2908,0.303,0.8339,0.1605,1.5003,1.0331,90,1.0489,0.3341,0.2849,0.168,1.0788,0.335,98,0.6428,0.4483,-1.219,0.1405,0.4954,-0.8932,113,1.1266,0.1822,0.5529,0.1064,1.2085,0.755,92
1.5,7,70,144,1.6,0.3854,1.6432,0.1312,2.1106,1.3082,78,1.4984,0.321,1.2503,0.1571,1.9017,1.4307,90,1.0934,0.3102,0.3907,0.1643,1.1524,0.484,93,0.6216,0.4878,-1.3185,0.1407,0.4697,-0.8894,112,1.1488,0.1831,0.6444,0.1029,1.2465,0.8473,92
1.5,7,70,169,1.4547,0.3576,1.3365,0.1307,1.8143,1.1427,81,1.5714,0.3161,1.3757,0.1577,2.051,1.6054,89,1.1201,0.3077,0.4556,0.1598,1.1975,0.5535,94,0.6812,0.4367,-1.0715,0.1376,0.5433,-0.7895,110,1.0699,0.2302,0.3493,0.1024,1.1133,0.3635,93
1.5,7,70,252,1.6736,0.345,1.8407,0.1269,2.267,1.5828,72,1.2209,0.4625,0.6922,0.1573,1.3733,0.5507,89,1.1022,0.3121,0.4129,0.1586,1.1672,0.4906,89,0.7785,0.3938,-0.6723,0.1354,0.6717,-0.5407,107,1.1978,0.1727,0.8455,0.0982,1.332,1.1248,86
1.5,7,70,576,1.566,0.281,1.6747,0.1215,2.0398,1.6938,73,1.3895,0.4068,1.0623,0.153,1.6867,0.934,83,1.5013,0.1644,1.3264,0.1455,1.9075,2.7462,83,0.8206,0.3557,-0.5516,0.1282,0.7303,-0.4649,102,1.0361,0.2494,0.214,0.0917,1.058,0.184,82
1.5,7,70,676,1.5627,0.2456,1.6632,0.1219,2.033,1.9303,71,1.7261,0.3596,1.7242,0.1468,2.3809,1.646,77,1.3591,0.1634,1.0479,0.1427,1.6284,2.1396,84,0.8301,0.3474,-0.5252,0.1264,0.7438,-0.4468,104,0.9388,0.2837,-0.2373,0.0933,0.9046,-0.1827,81
1.5,7,75,30,1.7184,0.4061,1.6097,0.1586,2.3641,1.4704,66,1.2205,0.4077,0.6361,0.1954,1.3725,0.713,76,1.2685,0.2645,0.7187,0.197,1.4593,1.2513,77,0.562,0.5561,-1.358,0.1626,0.4002,-0.9286,97,0.921,0.2616,-0.1837,0.1236,0.8775,-0.203,80
1.5,7,75,60,1.7306,0.4103,1.6477,0.1563,2.3908,1.4674,72,1.2007,0.3553,0.6055,0.1891,1.3373,0.7535,86,1.3096,0.2419,0.7984,0.191,1.5352,1.4739,91,0.631,0.4578,-1.1038,0.1571,0.4811,-0.8856,106,1.0838,0.2159,0.3844,0.1175,1.1363,0.4893,87
1.5,7,75,100,1.6933,0.4654,1.6455,0.1493,2.3096,1.2342,79,1.4506,0.2489,1.0633,0.1799,1.806,1.7973,88,1.1185,0.2985,0.4457,0.1803,1.1949,0.6298,97,0.6504,0.4728,-1.0676,0.152,0.5048,-0.8026,112,1.2437,0.1841,0.9016,0.1144,1.4139,1.3108,86
1.5,7,75,120,1.5582,0.4647,1.4546,0.143,2.0235,1.0466,79,1.3085,0.3282,0.8394,0.1715,1.5332,1.0255,90,1.0471,0.3584,0.2886,0.1796,1.0759,0.3382,98,0.6203,0.4752,-1.2185,0.1503,0.4682,-0.9011,113,1.1338,0.1946,0.5576,0.1138,1.2207,0.7624,92
1.5,7,75,144,1.6464,0.4251,1.6475,0.1399,2.2087,1.2682,78,1.5362,0.352,1.2582,0.1678,1.9784,1.4021,90,1.0949,0.3324,0.3943,0.1757,1.155,0.4873,93,0.5983,0.5168,-1.3185,0.1505,0.4421,-0.898,112,1.1579,0.1964,0.6493,0.11,1.2622,0.8512,92
1.5,7,75,169,1.4865,0.3915,1.3387,0.1395,1.8776,1.1153,81,1.6173,0.3484,1.3851,0.1685,2.1469,1.5665,89,1.124,0.3303,0.4597,0.1708,1.2042,0.5559,94,0.6602,0.4631,-1.0708,0.1472,0.5169,-0.7958,110,1.0729,0.2464,0.3535,0.1095,1.1182,0.3675,93
1.5,7,75,252,1.7279,0.3807,1.8455,0.1353,2.3849,1.534,72,1.2334,0.5053,0.698,0.1682,1.3956,0.5432,89,1.1051,0.3351,0.4174,0.1695,1.172,0.4938,89,0.7619,0.4197,-0.6706,0.1449,0.6491,-0.5413,107,1.2115,0.1855,0.8521,0.105,1.3561,1.1289,86
1.5,7,75,576,1.6097,0.307,1.6794,0.1296,2.131,1.6581,73,1.4161,0.4467,1.0673,0.1634,1.7383,0.9132,83,1.5404,0.1761,1.3341,0.1555,1.987,2.7552,83,0.8065,0.3793,-0.5496,0.1371,0.7105,-0.4646,102,1.0371,0.2669,0.2188,0.098,1.0596,0.188,82
1.5,7,75,676,1.6061,0.2676,1.6677,0.13,2.1233,1.8948,71,1.7869,0.3965,1.7312,0.1568,2.5156,1.6009,77,1.3847,0.175,1.0549,0.1525,1.6775,2.1498,84,0.8166,0.3705,-0.5232,0.1351,0.7247,-0.4463,104,0.933,0.3022,-0.2338,0.0998,0.8958,-0.1807,81
1.5,7,80,30,1.771,0.4473,1.6138,0.1685,2.4801,1.4219,67,1.229,0.4377,0.6404,0.2079,1.3877,0.7113,76,1.2808,0.2823,0.7237,0.2096,1.4819,1.2567,77,0.5382,0.5836,-1.3579,0.1732,0.3736,-0.9423,97,0.9133,0.279,-0.1816,0.1316,0.8659,-0.2004,80
1.5,7,80,60,1.7846,0.4527,1.652,0.166,2.5106,1.4167,72,1.208,0.3805,0.6094,0.2011,1.3503,0.7533,86,1.3255,0.2587,0.8034,0.2032,1.5649,1.4759,91,0.6092,0.4814,-1.1032,0.1673,0.4549,-0.8965,106,1.0869,0.2308,0.3879,0.1251,1.1415,0.4917,87
1.5,7,80,100,1.7442,0.5149,1.6497,0.1586,2.4208,1.188,79,1.4796,0.2683,1.0697,0.1914,1.8638,1.7842,88,1.1208,0.3179,0.4494,0.192,1.1987,0.6345,97,0.6293,0.4983,-1.0673,0.1619,0.479,-0.8108,112,1.2591,0.1961,0.9068,0.1218,1.4418,1.3174,86
1.5,7,80,120,1.5963,0.5112,1.4576,0.1518,2.1028,1.0124,79,1.3257,0.3538,0.8445,0.1823,1.5653,1.0179,90,1.0447,0.3827,0.2919,0.1912,1.0719,0.3411,98,0.5984,0.5014,-1.2183,0.1601,0.4421,-0.9093,113,1.1407,0.2069,0.5619,0.1211,1.2326,0.7693,92
1.5,7,80,144,1.6931,0.4666,1.6513,0.1486,2.3092,1.2298,78,1.5741,0.3843,1.2657,0.1784,2.0565,1.3741,90,1.0957,0.3545,0.3976,0.1869,1.1563,0.4903,93,0.5757,0.5451,-1.3189,0.1603,0.4158,-0.907,112,1.1667,0.2097,0.6538,0.1172,1.2775,0.8545,92
1.5,7,80,169,1.518,0.4264,1.3405,0.1481,1.9413,1.0888,81,1.6637,0.3822,1.3941,0.1792,2.2457,1.5286,89,1.1273,0.353,0.4634,0.1818,1.2097,0.5581,94,0.6395,0.4889,-1.0705,0.1567,0.4914,-0.8026,110,1.0756,0.2626,0.3572,0.1166,1.1226,0.371,93
1.5,7,80,252,1.7828,0.418,1.8499,0.1437,2.5066,1.4871,72,1.2453,0.5494,0.7035,0.1789,1.4172,0.5357,89,1.1073,0.3582,0.4216,0.1804,1.1759,0.4966,89,0.7453,0.4452,-0.6693,0.1543,0.6268,-0.5423,107,1.225,0.1983,0.8583,0.1118,1.3803,1.1324,86
1.5,7,80,576,1.6537,0.3338,1.6836,0.1376,2.2243,1.6231,73,1.4425,0.4882,1.0719,0.1739,1.79,0.8929,83,1.5798,0.1879,1.3415,0.1655,2.0684,2.7635,83,0.7923,0.4025,-0.5479,0.146,0.6908,-0.4647,102,1.0379,0.2843,0.2231,0.1043,1.0609,0.1915,82
1.5,7,80,676,1.6497,0.2901,1.6718,0.138,2.2158,1.86,71,1.8489,0.4351,1.7377,0.1667,2.6557,1.5573,77,1.4103,0.1866,1.0615,0.1623,1.727,2.1594,84,0.803,0.3933,-0.5216,0.1439,0.7056,-0.4462,104,0.9271,0.3205,-0.2308,0.1063,0.8867,-0.179,81
1.5,7,85,30,1.824,0.4905,1.6176,0.1784,2.5991,1.3755,66,1.2366,0.4679,0.6444,0.2203,1.4015,0.7096,76,1.2924,0.3,0.7285,0.2222,1.5032,1.2617,77,0.5151,0.61,-1.3581,0.1837,0.3485,-0.9565,97,0.9054,0.2963,-0.1798,0.1395,0.854,-0.1981,80
1.5,7,85,60,1.8392,0.4972,1.656,0.1757,2.6337,1.3684,73,1.2145,0.4057,0.6129,0.2132,1.3619,0.7532,86,1.3407,0.2755,0.8081,0.2155,1.5935,1.4778,91,0.5878,0.5042,-1.1029,0.1775,0.4298,-0.9077,106,1.0896,0.2458,0.3912,0.1326,1.1461,0.4938,87
1.5,7,85,100,1.7955,0.5672,1.6536,0.1678,2.5349,1.1438,79,1.5083,0.288,1.0757,0.2028,1.9216,1.7714,88,1.1223,0.3373,0.4528,0.2035,1.2013,0.6389,97,0.6085,0.5231,-1.0672,0.1717,0.4541,-0.8193,112,1.2743,0.2081,0.9116,0.1292,1.4696,1.3235,86
1.5,7,85,120,1.6343,0.5599,1.4602,0.1607,2.183,0.9796,79,1.3423,0.3797,0.8493,0.1932,1.5966,1.0104,90,1.0416,0.4068,0.2951,0.2027,1.0669,0.3438,99,0.5769,0.5269,-1.2183,0.1698,0.4172,-0.9181,113,1.1474,0.2191,0.5658,0.1284,1.244,0.7757,92
1.5,7,85,144,1.7402,0.51,1.6547,0.1572,2.412,1.1928,78,1.6121,0.4176,1.2729,0.189,2.136,1.3469,90,1.0959,0.3766,0.4006,0.1982,1.1566,0.493,93,0.5536,0.5726,-1.3195,0.1701,0.3907,-0.9165,112,1.1754,0.223,0.6579,0.1242,1.2925,0.8574,92
1.5,7,85,169,1.5493,0.4625,1.3419,0.1567,2.0052,1.0632,81,1.7107,0.4175,1.4028,0.1899,2.3473,1.4917,89,1.1299,0.3757,0.4669,0.1927,1.2142,0.56,94,0.6192,0.514,-1.0704,0.1663,0.4669,-0.8097,110,1.078,0.2788,0.3605,0.1237,1.1266,0.3742,93
1.5,7,85,252,1.8385,0.457,1.8539,0.152,2.6321,1.442,72,1.2567,0.5949,0.7087,0.1896,1.4379,0.5283,89,1.109,0.3813,0.4255,0.1913,1.1787,0.4992,89,0.7288,0.4705,-0.6682,0.1637,0.6049,-0.5436,107,1.2385,0.2111,0.8641,0.1186,1.4044,1.1354,86
1.5,7,85,576,1.6981,0.3614,1.6874,0.1455,2.3199,1.589,73,1.4685,0.5312,1.0763,0.1843,1.8416,0.8732,83,1.6196,0.1996,1.3486,0.1754,2.1518,2.7714,83,0.7781,0.4255,-0.5466,0.1549,0.6711,-0.4651,102,1.0386,0.3017,0.227,0.1106,1.0619,0.1947,82
1.5,7,85,676,1.6937,0.3133,1.6755,0.146,2.3103,1.8259,71,1.9119,0.4754,1.7439,0.1766,2.8012,1.5151,77,1.4357,0.1981,1.0679,0.172,1.7768,2.1685,84,0.7893,0.4159,-0.5203,0.1526,0.6865,-0.4463,104,0.921,0.3385,-0.2281,0.1127,0.8774,-0.1776,81
1.5,7,90,30,1.8773,0.5358,1.6211,0.1882,2.7209,1.3311,67,1.2434,0.4982,0.6482,0.2327,1.4136,0.7081,76,1.3031,0.3178,0.7331,0.2348,1.5231,1.2664,77,0.4927,0.6354,-1.3584,0.1942,0.3247,-0.971,97,0.8972,0.3136,-0.1783,0.1475,0.8418,-0.1961,80
1.5,7,90,60,1.8942,0.544,1.6598,0.1853,2.76,1.3221,72,1.2202,0.4308,0.6163,0.2251,1.3719,0.7531,86,1.3551,0.2923,0.8125,0.2276,1.6209,1.4796,91,0.5668,0.5263,-1.1028,0.1876,0.4057,-0.9193,106,1.0921,0.2608,0.3941,0.1401,1.1502,0.4955,87
1.5,7,90,100,1.8471,0.6224,1.6571,0.1769,2.6518,1.1016,79,1.5367,0.3079,1.0814,0.2142,1.9794,1.759,88,1.1232,0.3567,0.4561,0.2151,1.2027,0.6431,97,0.5882,0.5471,-1.0673,0.1815,0.4302,-0.8281,112,1.2894,0.22,0.9161,0.1365,1.4972,1.3293,86
1.5,7,90,120,1.6723,0.611,1.4624,0.1694,2.2642,0.9482,79,1.3584,0.406,0.8539,0.204,1.6271,1.003,90,1.0379,0.431,0.298,0.2142,1.0609,0.3463,98,0.5559,0.5517,-1.2186,0.1795,0.3933,-0.9272,113,1.1538,0.2313,0.5695,0.1357,1.255,0.7818,92
1.5,7,90,144,1.7875,0.5553,1.6578,0.1658,2.5171,1.1572,78,1.6502,0.4522,1.2798,0.1995,2.2169,1.3203,90,1.0953,0.3986,0.4035,0.2094,1.1557,0.4956,93,0.532,0.5993,-1.3202,0.1798,0.3668,-0.9262,112,1.1838,0.2364,0.6617,0.1313,1.3072,0.8599,92
1.5,7,90,169,1.5802,0.4997,1.343,0.1652,2.0692,1.0385,81,1.7583,0.4543,1.4112,0.2005,2.4519,1.4559,89,1.1319,0.3984,0.4701,0.2035,1.2176,0.5617,94,0.5992,0.5386,-1.0706,0.1758,0.4432,-0.8171,110,1.0801,0.2949,0.3636,0.1307,1.1301,0.3771,93
1.5,7,90,252,1.8949,0.4977,1.8576,0.1603,2.7615,1.3987,72,1.2676,0.6417,0.7136,0.2003,1.4577,0.5209,89,1.1101,0.4044,0.4292,0.2021,1.1805,0.5016,89,0.7123,0.4953,-0.6674,0.173,0.5832,-0.5451,107,1.2518,0.224,0.8695,0.1253,1.4286,1.1381,86
1.5,7,90,576,1.7427,0.3899,1.6909,0.1534,2.4175,1.5558,73,1.4941,0.5759,1.0803,0.1947,1.8929,0.854,83,1.6597,0.2114,1.3554,0.1853,2.2371,2.7788,83,0.7638,0.4482,-0.5455,0.1637,0.6517,-0.4658,102,1.039,0.319,0.2306,0.1168,1.0626,0.1976,82
1.5,7,90,676,1.7379,0.3378,1.6789,0.1539,2.4069,1.7888,71,1.9761,0.5175,1.7497,0.1865,2.9521,1.4743,77,1.4611,0.2096,1.0739,0.1817,1.8269,2.1771,84,0.7755,0.4381,-0.5191,0.1613,0.6676,-0.4468,104,0.9147,0.3564,-0.2258,0.1191,0.868,-0.1765,81
1.5,7,100,30,0.6195,0.8151,-0.6836,0.2234,0.4672,-0.4381,3,-1.1448,2.493,-0.1781,62.3205,-1.2397,-10.4113,3,0.849,0.8652,-0.0093,0.2503,0.771,-0.0063,3,1.8079,0.2527,1.9723,0.1367,2.5627,2.4951,3,0.8582,0.4295,-0.2296,0.1668,0.7844,-0.2085,3
1.5,7,100,60,0.5145,0.7096,-0.9844,0.2316,0.3478,-0.7514,14,0.0405,1.1423,-0.3869,0.9596,0.0061,-0.76,23,0.4053,1.1581,-0.9208,0.3057,0.238,-0.5685,29,1.464,0.4717,1.0382,0.1944,1.8326,1.0005,13,0.5709,0.6015,-1.1252,0.1828,0.4106,-0.8001,19
1.5,7,100,100,0.3795,0.8457,-0.8462,0.3421,0.2144,-0.8004,24,0.1076,1.1183,-0.9366,0.5934,0.0289,-1.1621,31,0.6229,1.0504,-0.4343,0.2746,0.4713,-0.2655,41,1.7411,0.4465,1.3479,0.2102,2.4139,1.4835,25,0.5428,0.5314,-1.1804,0.1899,0.379,-0.987,27
1.5,7,100,120,0.5092,0.6338,-0.9215,0.2448,0.3421,-0.8324,24,0.1151,1.1147,-0.985,0.5682,0.0322,-1.174,33,0.7002,1.0533,-0.2642,0.2709,0.5676,-0.1589,39,1.8444,0.4412,1.4585,0.2116,2.6455,1.636,29,0.6111,0.545,-0.904,0.1912,0.4575,-0.742,27
1.5,7,100,144,0.4384,0.6898,-1.136,0.2516,0.2696,-0.9689,25,0.3157,0.9839,-0.834,0.3886,0.16,-0.7702,35,0.7229,1.0972,-0.2216,0.2685,0.5971,-0.1268,35,1.6789,0.4186,1.2737,0.2102,2.2785,1.4956,35,0.6584,0.5858,-0.9471,0.1618,0.5149,-0.6119,27
1.5,7,100,169,0.3122,0.7707,-1.0534,0.3488,0.1572,-1.1147,27,0.3212,0.981,-0.7997,0.392,0.1645,-0.7473,35,1.5632,0.4269,1.1385,0.2067,2.034,1.2892,37,1.5181,0.395,1.0729,0.2088,1.9414,1.3263,41,0.6171,0.5977,-1.038,0.1709,0.4646,-0.6942,25
1.5,7,100,252,0.8131,0.4908,-0.2429,0.1988,0.7198,-0.2301,24,0.2937,0.9692,-0.8239,0.4085,0.1427,-0.8121,33,0.9091,0.8216,0.103,0.2474,0.8594,0.0726,31,1.0556,0.4435,0.3311,0.2116,1.0899,0.3693,53,0.7375,0.6423,-0.7152,0.1517,0.6166,-0.3951,23
1.5,7,100,576,0.8264,0.8942,0.0012,0.2761,0.7386,0.0009,22,0.058,1.4553,-2.5518,16.2921,0.0108,-66.7999,19,1.2305,0.2399,0.6916,0.1677,1.3905,1.1305,43,1.0648,0.3002,0.3265,0.1746,1.1049,0.444,74,0.5485,0.7095,-1.0165,0.2083,0.3853,-0.6981,9
1.5,7,100,676,0.8604,0.8225,0.0227,0.2566,0.7874,0.0165,22,0.2412,1.1238,-0.7887,4.3398,0.1043,-7.1217,17,1.2292,0.2446,0.6889,0.1677,1.3881,1.1046,43,0.9912,0.2825,0.1432,0.1691,0.9861,0.2004,80,0.5941,0.7525,-0.7294,0.2289,0.4374,-0.5191,9
1.5,8,50,30,1.4651,0.2101,1.5889,0.1079,1.8349,1.9091,66,1.3314,0.194,1.0415,0.1318,1.576,1.655,75,1.1709,0.1758,0.6223,0.1329,1.2849,1.0995,77,0.6847,0.4083,-1.3946,0.1099,0.5477,-0.8775,95,0.9567,0.1961,-0.1947,0.0833,0.9321,-0.1933,78
1.5,8,50,60,1.4662,0.2198,1.6119,0.1063,1.8371,1.8235,73,1.2618,0.2082,0.8832,0.1282,1.447,1.2714,84,1.2075,0.1588,0.734,0.1289,1.3493,1.3936,90,0.7389,0.334,-1.1454,0.1062,0.6182,-0.8514,106,1.0796,0.1656,0.4373,0.0794,1.1293,0.4906,84
1.5,8,50,100,1.4483,0.2475,1.6225,0.1017,1.8016,1.5591,79,1.3905,0.1606,1.2543,0.1219,1.6886,2.2269,87,1.0854,0.2001,0.3856,0.1217,1.1391,0.5481,97,0.7482,0.3461,-1.1405,0.1027,0.6306,-0.7913,110,1.1616,0.1235,0.8516,0.077,1.2687,1.2423,84
