time,open,high,low,close,volume
2019-01-20 00:00:00,3685.64000000,3695.98000000,3662.20000000,3686.53000000,3722.67814000
2019-01-20 04:00:00,3686.56000000,3689.23000000,3665.30000000,3665.30000000,1894.07349200
2019-01-20 08:00:00,3665.75000000,3686.00000000,3655.00000000,3680.72000000,2383.70763500
2019-01-20 12:00:00,3681.31000000,3686.00000000,3668.30000000,3678.87000000,2090.05912100
2019-01-20 16:00:00,3678.20000000,3693.73000000,3572.00000000,3580.00000000,7266.79693300
2019-01-20 20:00:00,3580.00000000,3589.66000000,3475.00000000,3524.63000000,10474.49476800
2019-01-21 00:00:00,3524.57000000,3537.60000000,3511.20000000,3518.00000000,2850.54633200
2019-01-21 04:00:00,3517.99000000,3554.29000000,3510.28000000,3539.28000000,2836.33380900
2019-01-21 08:00:00,3539.26000000,3549.07000000,3520.00000000,3530.95000000,2662.27180400
2019-01-21 12:00:00,3530.85000000,3537.00000000,3501.00000000,3526.83000000,3133.44879000
2019-01-21 16:00:00,3526.82000000,3550.00000000,3516.35000000,3545.05000000,3547.93301800
2019-01-21 20:00:00,3545.07000000,3559.51000000,3518.32000000,3528.17000000,3756.51724400
2019-01-22 00:00:00,3528.16000000,3540.81000000,3520.90000000,3528.82000000,2671.36797800
2019-01-22 04:00:00,3528.78000000,3534.34000000,3475.50000000,3526.90000000,3872.89800500
2019-01-22 08:00:00,3526.88000000,3550.00000000,3514.43000000,3523.00000000,3061.21991800
2019-01-22 12:00:00,3523.66000000,3590.51000000,3500.04000000,3515.70000000,4164.77892600
2019-01-22 16:00:00,3516.58000000,3540.00000000,3434.85000000,3535.15000000,7542.07616600
2019-01-22 20:00:00,3535.15000000,3585.00000000,3520.00000000,3577.32000000,7136.30857900
2019-01-23 00:00:00,3577.33000000,3608.50000000,3560.00000000,3578.46000000,4858.60228900
2019-01-23 04:00:00,3578.89000000,3596.01000000,3561.94000000,3570.93000000,2573.45708900
2019-01-23 08:00:00,3570.41000000,3599.76000000,3566.24000000,3581.31000000,2268.43520800
2019-01-23 12:00:00,3582.07000000,3583.01000000,3556.62000000,3561.73000000,3023.78277500
2019-01-23 16:00:00,3561.75000000,3582.96000000,3551.92000000,3577.80000000,3714.15128800
2019-01-23 20:00:00,3577.80000000,3607.98000000,3543.99000000,3549.07000000,6063.40299700
2019-01-24 00:00:00,3549.09000000,3574.21000000,3533.39000000,3533.40000000,3912.38354500
2019-01-24 04:00:00,3533.40000000,3555.00000000,3514.50000000,3552.82000000,5956.68688500
2019-01-24 08:00:00,3552.97000000,3555.00000000,3529.22000000,3532.57000000,3031.40068100
2019-01-24 12:00:00,3532.57000000,3550.61000000,3531.76000000,3546.33000000,2729.30662300
2019-01-24 16:00:00,3546.47000000,3572.59000000,3532.60000000,3563.23000000,3832.78648100
2019-01-24 20:00:00,3562.15000000,3576.97000000,3547.09000000,3553.41000000,4198.46525500
2019-01-25 00:00:00,3553.44000000,3589.00000000,3543.26000000,3574.93000000,4087.28315700
2019-01-25 04:00:00,3574.78000000,3587.27000000,3553.88000000,3569.62000000,2947.00898300
2019-01-25 08:00:00,3569.07000000,3587.15000000,3565.00000000,3568.06000000,1849.52879900
2019-01-25 12:00:00,3568.06000000,3571.99000000,3551.00000000,3568.48000000,2281.90834000
2019-01-25 16:00:00,3568.48000000,3568.56000000,3522.51000000,3541.97000000,5317.63783700
2019-01-25 20:00:00,3541.97000000,3568.79000000,3536.95000000,3566.92000000,3283.55799200
2019-01-26 00:00:00,3566.44000000,3571.00000000,3540.35000000,3553.21000000,2885.29446100
2019-01-26 04:00:00,3553.21000000,3574.00000000,3546.89000000,3565.29000000,1990.41924200
2019-01-26 08:00:00,3566.69000000,3583.00000000,3561.17000000,3577.00000000,2365.34548500
2019-01-26 12:00:00,3578.07000000,3662.94000000,3567.60000000,3620.58000000,5040.08610400
2019-01-26 16:00:00,3620.37000000,3624.06000000,3587.00000000,3589.93000000,3745.22175700
2019-01-26 20:00:00,3589.93000000,3595.20000000,3545.00000000,3557.72000000,4235.22911400
2019-01-27 00:00:00,3558.01000000,3572.74000000,3553.79000000,3567.55000000,2638.75124700
2019-01-27 04:00:00,3567.55000000,3576.76000000,3562.01000000,3565.25000000,1451.89863700
2019-01-27 08:00:00,3565.62000000,3579.00000000,3539.16000000,3578.46000000,2656.95615900
2019-01-27 12:00:00,3578.46000000,3578.92000000,3554.18000000,3562.01000000,2154.58989500
2019-01-27 16:00:00,3562.77000000,3570.86000000,3526.41000000,3546.73000000,4753.00345700
2019-01-27 20:00:00,3546.17000000,3568.00000000,3486.00000000,3556.53000000,7945.54327500
2019-01-28 00:00:00,3557.31000000,3574.57000000,3543.07000000,3564.29000000,3139.31492300
2019-01-28 04:00:00,3563.69000000,3571.09000000,3546.03000000,3550.84000000,2086.19045300
2019-01-28 08:00:00,3550.05000000,3557.75000000,3477.47000000,3481.64000000,6488.34602100
2019-01-28 12:00:00,3481.65000000,3499.51000000,3405.00000000,3454.40000000,10414.79411000
2019-01-28 16:00:00,3453.72000000,3454.34000000,3410.02000000,3427.57000000,4864.43051600
2019-01-28 20:00:00,3427.59000000,3435.70000000,3380.27000000,3420.06000000,10171.13800300
2019-01-29 00:00:00,3420.50000000,3435.70000000,3408.82000000,3424.39000000,5255.13954500
2019-01-29 04:00:00,3424.41000000,3445.99000000,3420.07000000,3434.15000000,3211.26320600
2019-01-29 08:00:00,3434.00000000,3443.45000000,3402.83000000,3406.18000000,3633.60730400
2019-01-29 12:00:00,3406.27000000,3414.68000000,3349.92000000,3366.41000000,7550.30563400
2019-01-29 16:00:00,3366.63000000,3403.23000000,3364.50000000,3385.32000000,5246.12247500
2019-01-29 20:00:00,3385.34000000,3428.27000000,3381.00000000,3426.62000000,5798.72549100
2019-01-30 00:00:00,3426.15000000,3442.00000000,3405.61000000,3419.44000000,4364.29372200
2019-01-30 04:00:00,3419.69000000,3434.94000000,3400.00000000,3411.04000000,2951.87435100
2019-01-30 08:00:00,3410.04000000,3427.67000000,3387.10000000,3420.34000000,3221.58219500
2019-01-30 12:00:00,3419.89000000,3447.00000000,3417.44000000,3428.83000000,3982.72011100
2019-01-30 16:00:00,3429.24000000,3447.90000000,3422.50000000,3429.25000000,3493.44621500
2019-01-30 20:00:00,3429.62000000,3476.36000000,3428.72000000,3464.01000000,7421.71403400
2019-01-31 00:00:00,3464.03000000,3478.00000000,3454.97000000,3458.77000000,3465.27287300
2019-01-31 04:00:00,3458.65000000,3469.00000000,3446.82000000,3458.18000000,2383.52481500
2019-01-31 08:00:00,3457.50000000,3489.20000000,3456.75000000,3465.32000000,3166.32792700
2019-01-31 12:00:00,3465.32000000,3480.00000000,3455.30000000,3476.57000000,2874.55439400
2019-01-31 16:00:00,3477.08000000,3477.08000000,3418.80000000,3427.81000000,12030.01833400
2019-01-31 20:00:00,3427.79000000,3444.88000000,3420.30000000,3436.56000000,4873.03139100
2019-02-01 00:00:00,3435.82000000,3443.00000000,3419.33000000,3434.28000000,3559.98993100
2019-02-01 04:00:00,3433.58000000,3449.58000000,3425.36000000,3434.10000000,3103.26827600
2019-02-01 08:00:00,3434.10000000,3440.15000000,3401.20000000,3418.50000000,4937.49736600
2019-02-01 12:00:00,3418.84000000,3428.51000000,3411.00000000,3420.03000000,3531.24450500
2019-02-01 16:00:00,3419.44000000,3477.00000000,3417.81000000,3459.18000000,5768.57725700
2019-02-01 20:00:00,3460.56000000,3479.99000000,3452.20000000,3463.02000000,4419.88548700
2019-02-02 00:00:00,3463.02000000,3488.00000000,3450.00000000,3474.52000000,3849.31742000
2019-02-02 04:00:00,3475.01000000,3486.63000000,3461.29000000,3462.07000000,2753.95412400
2019-02-02 08:00:00,3462.20000000,3471.00000000,3455.36000000,3465.00000000,2316.38249500
2019-02-02 12:00:00,3465.64000000,3469.00000000,3440.29000000,3453.55000000,2915.20080300
2019-02-02 16:00:00,3453.09000000,3481.59000000,3443.40000000,3477.67000000,3421.81307900
2019-02-02 20:00:00,3477.83000000,3479.74000000,3453.39000000,3457.56000000,2952.75613800
2019-02-03 00:00:00,3457.56000000,3479.00000000,3444.01000000,3468.19000000,2390.88877200
2019-02-03 04:00:00,3468.90000000,3526.40000000,3457.56000000,3504.77000000,3923.76071300
2019-02-03 08:00:00,3504.06000000,3511.09000000,3470.00000000,3482.58000000,3310.80672900
2019-02-03 12:00:00,3483.06000000,3486.86000000,3457.38000000,3462.54000000,2358.61293800
2019-02-03 16:00:00,3462.99000000,3474.94000000,3447.44000000,3463.70000000,3361.97311100
2019-02-03 20:00:00,3462.69000000,3473.44000000,3448.15000000,3463.50000000,3316.70860900
2019-02-04 00:00:00,3462.80000000,3468.99000000,3431.40000000,3445.60000000,3329.42538300
2019-02-04 04:00:00,3445.60000000,3466.55000000,3426.00000000,3458.11000000,4189.80962000
2019-02-04 08:00:00,3458.11000000,3471.84000000,3452.27000000,3458.28000000,3191.34841200
2019-02-04 12:00:00,3458.28000000,3467.78000000,3453.18000000,3463.02000000,2312.78573500
2019-02-04 16:00:00,3463.02000000,3484.88000000,3434.10000000,3436.04000000,5682.21470800
2019-02-04 20:00:00,3436.39000000,3461.00000000,3433.31000000,3459.65000000,3866.76393500
2019-02-05 00:00:00,3459.16000000,3475.00000000,3457.51000000,3469.03000000,3893.98379800
2019-02-05 04:00:00,3469.03000000,3475.79000000,3453.82000000,3463.22000000,4184.88452000
2019-02-05 08:00:00,3463.22000000,3471.86000000,3448.43000000,3463.91000000,4270.55788000
2019-02-05 12:00:00,3463.47000000,3471.89000000,3456.95000000,3464.42000000,4931.26606300
2019-02-05 16:00:00,3464.42000000,3478.97000000,3461.21000000,3469.91000000,3768.87623700
2019-02-05 20:00:00,3469.89000000,3471.68000000,3449.05000000,3460.44000000,4863.78747600
2019-02-06 00:00:00,3461.18000000,3468.17000000,3449.49000000,3463.81000000,4401.56035200
2019-02-06 04:00:00,3463.81000000,3472.00000000,3455.42000000,3471.59000000,3028.36702200
2019-02-06 08:00:00,3471.57000000,3482.72000000,3380.00000000,3423.35000000,11709.15110800
2019-02-06 12:00:00,3423.96000000,3426.83000000,3402.46000000,3424.77000000,3615.53130600
2019-02-06 16:00:00,3424.79000000,3424.79000000,3396.17000000,3399.82000000,4479.75081800
2019-02-06 20:00:00,3399.79000000,3422.02000000,3382.26000000,3422.02000000,5469.39747000
2019-02-07 00:00:00,3421.07000000,3434.59000000,3385.26000000,3398.39000000,7014.94184000
2019-02-07 04:00:00,3398.41000000,3409.26000000,3393.54000000,3405.37000000,3021.47230400
2019-02-07 08:00:00,3407.00000000,3414.00000000,3398.02000000,3413.12000000,2661.23125200
2019-02-07 12:00:00,3413.49000000,3420.00000000,3406.00000000,3412.15000000,2817.37627100
2019-02-07 16:00:00,3412.17000000,3426.45000000,3407.05000000,3408.05000000,4508.64306200
2019-02-07 20:00:00,3407.81000000,3413.16000000,3399.00000000,3407.03000000,3747.53252400
2019-02-08 00:00:00,3407.03000000,3412.24000000,3390.00000000,3399.55000000,3007.25253200
2019-02-08 04:00:00,3399.43000000,3403.31000000,3390.11000000,3398.40000000,1923.50299700
2019-02-08 08:00:00,3398.40000000,3407.78000000,3373.10000000,3404.08000000,3301.22092500
2019-02-08 12:00:00,3403.77000000,3411.00000000,3392.97000000,3394.78000000,2566.06495900
2019-02-08 16:00:00,3395.24000000,3450.50000000,3394.89000000,3430.00000000,7075.60064700
2019-02-08 20:00:00,3430.00000000,3512.80000000,3429.00000000,3507.34000000,8585.15416700
2019-02-09 00:00:00,3506.42000000,3733.58000000,3485.24000000,3668.30000000,21034.15811600
2019-02-09 04:00:00,3668.28000000,3669.99000000,3612.00000000,3659.04000000,5405.85919900
2019-02-09 08:00:00,3660.27000000,3667.89000000,3635.00000000,3646.45000000,3901.65950500
2019-02-09 12:00:00,3647.19000000,3666.46000000,3642.19000000,3660.86000000,3267.42587500
2019-02-09 16:00:00,3661.95000000,3677.32000000,3651.69000000,3662.02000000,5136.78047800
2019-02-09 20:00:00,3662.32000000,3680.02000000,3640.00000000,3645.02000000,5271.45592900
2019-02-10 00:00:00,3645.02000000,3655.00000000,3625.13000000,3652.19000000,3986.34915700
2019-02-10 04:00:00,3653.56000000,3673.00000000,3650.00000000,3665.18000000,3196.16277500
2019-02-10 08:00:00,3665.18000000,3674.00000000,3646.44000000,3654.84000000,2325.11777800
2019-02-10 12:00:00,3654.80000000,3660.00000000,3609.76000000,3632.12000000,4258.33888700
2019-02-10 16:00:00,3632.10000000,3647.95000000,3630.78000000,3638.34000000,3444.45865200
2019-02-10 20:00:00,3639.53000000,3642.78000000,3615.53000000,3626.60000000,4438.69904700
2019-02-11 00:00:00,3628.73000000,3655.00000000,3624.03000000,3645.69000000,4011.02629000
2019-02-11 04:00:00,3645.47000000,3684.99000000,3636.00000000,3680.06000000,4772.96198000
2019-02-11 08:00:00,3679.75000000,3684.90000000,3620.17000000,3623.11000000,5574.35041500
2019-02-11 12:00:00,3623.11000000,3638.73000000,3616.66000000,3635.64000000,2694.17308700
2019-02-11 16:00:00,3634.87000000,3644.16000000,3621.00000000,3626.16000000,3455.19384300
2019-02-11 20:00:00,3626.16000000,3657.20000000,3624.08000000,3643.00000000,5233.89074600
2019-02-12 00:00:00,3642.99000000,3648.64000000,3615.53000000,3643.95000000,4268.64594800
2019-02-12 04:00:00,3644.66000000,3649.00000000,3624.88000000,3631.05000000,3728.36053200
2019-02-12 08:00:00,3631.05000000,3632.82000000,3582.34000000,3624.04000000,5698.92670700
2019-02-12 12:00:00,3624.07000000,3634.19000000,3612.90000000,3625.49000000,3423.98945300
2019-02-12 16:00:00,3625.58000000,3627.50000000,3595.71000000,3611.00000000,4815.67275200
2019-02-12 20:00:00,3610.75000000,3638.00000000,3608.75000000,3620.03000000,5608.29840100
2019-02-13 00:00:00,3620.03000000,3667.60000000,3616.53000000,3640.95000000,5763.60436600
2019-02-13 04:00:00,3640.18000000,3654.94000000,3609.00000000,3631.46000000,4169.10655100
2019-02-13 08:00:00,3631.51000000,3642.88000000,3624.00000000,3640.52000000,3244.41938500
2019-02-13 12:00:00,3640.99000000,3670.00000000,3625.76000000,3634.00000000,5543.77449200
2019-02-13 16:00:00,3633.98000000,3638.20000000,3601.68000000,3613.79000000,5566.01409300
2019-02-13 20:00:00,3613.79000000,3626.15000000,3591.75000000,3595.10000000,4898.75602900
2019-02-14 00:00:00,3595.10000000,3615.50000000,3593.22000000,3602.95000000,4164.71899600
2019-02-14 04:00:00,3602.97000000,3613.78000000,3594.81000000,3609.40000000,2356.31465300
2019-02-14 08:00:00,3608.34000000,3626.40000000,3605.79000000,3612.00000000,3320.26816100
2019-02-14 12:00:00,3612.45000000,3625.00000000,3597.20000000,3605.11000000,3442.17203100
2019-02-14 16:00:00,3605.13000000,3615.00000000,3568.11000000,3584.94000000,6060.42719100
2019-02-14 20:00:00,3584.94000000,3607.09000000,3577.67000000,3600.94000000,4096.55605700
2019-02-15 00:00:00,3601.99000000,3614.24000000,3595.00000000,3605.69000000,2740.35808900
2019-02-15 04:00:00,3605.98000000,3606.16000000,3588.00000000,3590.56000000,2093.71973200
2019-02-15 08:00:00,3590.57000000,3620.73000000,3587.00000000,3613.77000000,2600.68762100
2019-02-15 12:00:00,3613.77000000,3629.62000000,3606.65000000,3615.00000000,3498.90719400
2019-02-15 16:00:00,3615.00000000,3629.60000000,3599.29000000,3608.00000000,3935.74589300
2019-02-15 20:00:00,3607.95000000,3653.23000000,3573.45000000,3585.73000000,7024.26321900
2019-02-16 00:00:00,3586.50000000,3604.07000000,3585.05000000,3596.07000000,2286.39434400
2019-02-16 04:00:00,3596.09000000,3605.16000000,3590.00000000,3602.47000000,1431.87462800
2019-02-16 08:00:00,3602.49000000,3626.43000000,3597.91000000,3623.62000000,3148.64447400
2019-02-16 12:00:00,3624.09000000,3634.16000000,3612.00000000,3617.09000000,2730.94647400
2019-02-16 16:00:00,3617.08000000,3627.77000000,3609.95000000,3626.01000000,4244.94329200
2019-02-16 20:00:00,3626.01000000,3648.20000000,3610.87000000,3634.41000000,4763.93904300
2019-02-17 00:00:00,3634.48000000,3646.00000000,3621.65000000,3633.18000000,2825.98798700
2019-02-17 04:00:00,3632.52000000,3638.28000000,3615.00000000,3618.41000000,1851.53148100
2019-02-17 08:00:00,3617.22000000,3634.22000000,3615.05000000,3629.15000000,2983.81706600
2019-02-17 12:00:00,3629.68000000,3647.00000000,3627.02000000,3641.25000000,2687.04128700
2019-02-17 16:00:00,3640.98000000,3700.11000000,3615.89000000,3623.73000000,7292.43113000
2019-02-17 20:00:00,3623.73000000,3628.85000000,3604.40000000,3622.42000000,4692.85995400
2019-02-18 00:00:00,3622.42000000,3631.99000000,3610.00000000,3622.40000000,2628.89469000
2019-02-18 04:00:00,3622.48000000,3685.00000000,3615.00000000,3667.58000000,5405.18365200
2019-02-18 08:00:00,3667.62000000,3773.85000000,3655.00000000,3734.66000000,13061.60783600
